content,score,thumbsUpCount
Selalu gagal dalam pengambilan video padahal sudah tersambung wifi yang sinyal nya stabil. Saya rasa bukan di permudah dengan aplikasi melainkan di persulit,1,2
"Mau login no hp tidak sama, padahal selalu pake nomer itu, coba direstart hp buat login ulang, dicoba login lagi tapi muncul notif aktivitas terakhir belum logout. Ini aplikasi makin kesini makin jelek",1,2
"Saya baru x ini pake BRImo baru daftar ke bank terdekat sudah sukses bisa di pake tapi pas sorenya saya coba buka mau kirim ke BRIVA malah ngga bisa tulisan koneksi internet terputus pdhal kuota ada dan pake wifi juga tolong sarannya dan perbaiki apps nya ya,mohon maaf tdk tau krna internet atau apa apps nya tuh agak lelet ngga lancar seperti MOBILE M-BANKING Simpel di pake",2,0
"Bagus,bisa membantu untuk berbelanja online,kalo bisa ditambah lagi fiturnya agar apk ini komplit tidak perlu lagi pakai apk pihak ke tiga utk memenuhi keperluan.Pasti laris dan terpercaya.BRI hebat!!!.",5,0
"Pas mau masuk ke bri mau transfer, trnyata gabisa msuk krna harus di update dulu. Giliran udh di update malah trjadi kesalahan. Jadi gmna ini ya saya mau transfer nya?? Di buka aja gabisa. Mohon bantuan jwabannya🙏🙏",2,0
"Sumpah gak jelas bgt apk brimo,kouta banyak jarigan bagus,buka yt lancar buka goggle lancar, buka game lancar smua lacar,tpi pas login brimo,malah koneksi gk ada ktya pdhl bgus lo jarigan ,bknnya mempermudah ,ini lebih ke mempersulit apalagi ketika ada keperluan!!!",1,0
bisa bisanya gabisa login pake wifi gabisa pake data gabisa kadang lag gajelas,1,0
BRI memang jempolan tanpa lelet...sukses selalu untuk BRI,5,0
"Kenapa setelah saya perbaharui jadi susah di buka? Ada apa dengan aplikasi ini. Knp semakin ribet?? Padahal sebelum saya perbaharui mudah masuknya sekali klik saja. Kenapa tiba"" seperti ini. Saya sangat tidak nyaman dengan pembaharuan ini",1,0
"Aplikasi gajelas, udah bikin akun. Username sama pasword udah bener tapi pas login salah, trus bikin lagi ke 2kalinya tetep gabisa padahal udh dilihat bener tapi tetep gabisa. Minta solusinya !",1,0
mengapa saya tidak mendapat kode OTP di imail ketika saya ingin riset password,1,0
"kecewa semenjak update , tidak bisa login , ada tulisan koneksi putus, padahal jaringan lancar ga ad kendala, emang aplikasi nya yang bermsalah, tolong pihak pusat, segera memperbaiki, dari pada peminat nya semakin berkurang dan rating kalian semakin turun.",1,6
Sangat mempermudah transaksi.. Dan gratis..,5,0
kenapa opsi pengembang terbuka malah ga bisa dibuka aplilasinya... perangkat bukan root... cuma opsi pengembang.. apa masalahnya... balikin ke awal lagi.. kurang suka sama mode ini,5,0
"Maaf Khoo di hp android tampilannya beda"" dari hp android yang lainnya,contohnya di hp android vivo aja, sudah ram 8/128 tapi banyak tidak sesuai dengan yang di tampilankan.kasih bintang 5 biar cepat d tindaklanjuti ke pembuatan hp androit vivo nya",5,0
"mudah,cepatdan semua bisa",5,0
"Saya penjual online .. kalo keseringan bolak balik transfer ..kadang gak bisa di buka cuma tulisan BRi layar putih gitu ,, trus pas tak kluarin & masuk lagii kosong blong layar abu2 doang .. itu kenapa kak ?? Bisa tolong di benerin gak ..",4,1
Jelek banget bikin ribet Setiap login mau transaksi terus menerus logout Padahal wifi bagus.pake data juga sama saja. Malah bikin ribet kecewa tiap mau transaksi selalu logout sendiri,1,0
saya lupa email. ngk bisa daftar nrimo gmna cara nya,5,0
"Parah amat sih ya, dari tadi mau bikin akun brimo sudah bener Pokoknya setiap program pemerintah pasti ribet dan Susah, kalah jauh sama BCA",1,0
"Aplikasi BRImo menurut saya sudah sangat bagus, transaksi nya cepat mudah, simpel, sangat membatu sekali. Aplikasi nya enak banget di pakenya ga lelet. Untuk saat ini saya sangat puas",5,0
Aplikasi dan bank ga guna.. mau unggah video aja gagal terus.. padahal sinyal 4g+.. alasan kendala sinyal terus apk.. stok ATM Britama sudah 6 bulan ga ada.. situ niat atau engga buka bank.. bank lain saja stok atm selalu ready. apabila ada nasabah yg tertelan kartunya di atm.. sampah,1,0
Aplikasinya Ndak jelas... Masih perlu banyak-banyak perbaikan..buat akun nggak bisa bisa... Agennya aja nggak bisa buatin... Mtoken kok ada banyak nomer pilihan... Sangat sangat membantu menaikkan emosi,1,0
"Aplikasinya jelek sekali.. Saya sudah masukkan user ID dan Password dengan benar, tetapi user atau password yg saya masukkan tidak ditemukan, bagai mana bisa tidak ditemukan jika sebelumnya saya selalu gunakan menggunakan user ID dan password yang sama???? Bagaimana solusinya untuk masalah ini..?????",2,0
"Tolong perbaiki lagi atau update, akhir-akhir ini sering bahkan selallu bermasalah dg koneksi.. padahal udah pake wifi.. tapi ttep saja ngelag,",1,0
"Tlong bantuanya dong pihak BRI, saya coba dftar udh berkali2 tp gk pernah konek.. yg pertama bisa tp blm sampai thap akhir koneksi gk bisa, diulang2 lg jd gk bs terus , padahal sinyal penuh, pulsa jg cukup, pake android 10, diinstal ulang jg gk bisa.. tlong respon cpt dong , sya perlu bgt ini",3,1
"Waduh ini apk gimana mau verifikasi email ga bisa²gimana sih padahal kode otp udah benar,giliran isi kode otp acak di bilang salah,pas di isi otp yang benar malah ga bisa ini apk mau nya apa sih kalau tidak bisa buat BRI mo melalui apk jangn di sediakan fitur nya biar langsung ke ATM saja,mohon penjelasannya",1,0
"Mantap, tapi lebih di perbaiki lagi, terutama jaringan yang gunakan, walaupun jaringan internet enggak terlalu baik tapi aplikasi tetap bisa di gunakan supaya semua tempat bisa mengakses e banking BRI",5,0
"Aku turunin ratingnya 1.Kenapa tiba2 gak bisa login,dan katanya akun di blockir padahal username dan sandi gak salah,terus sudah chat lewat,Bri chat agen tapi gak fast respon.terus gimana saya mau pembayaran auto debit kalo gini sistemnya... Malah nanti yang ada kena denda",1,1
"cuman Brimo yg selalu mengerti pelanggan, terimakasih selalu memberikan pelayanan terbaik",5,0
Kenapa saya gagal terus mau login kode : RULE. padahal simcard sudah sim 1 dan menggunakan data seluluer yang sama,1,0
Bagus Aplikasinya Cepat.,5,0
luar biasa canggih.. trimakasih brimo,5,0
"Alhamdulillah,segala transaksi elektronik dgn BRIMO dipermudah.",5,0
Gak bisa login yah gara gara hapus data play store nya.,5,0
Nyaman banget semoga amanah dan menbantu,5,0
tingkatkan lagi Keamanannya,5,0
Makin ke sini makin gak jelas aja apk ni...setiap kali masuk user nama saya sudah di blokir...udah minta dengan cara lupa password ehh mlh gak masuk2 SMS..katanya SMS sudah di kirim ke nomor yang terdaftar..sampai sekarang gak ada satu pun SMS yang masuk..mohon bantuan dong..,1,3
"Sejak update brimo kok langsung bisa transaksi seperti isi pulsa tanpa harus masukkan username nya ??? Pas masukin user lama kok malah diminta buat user baru ??? Balikin ke aplikasi lama ajh dehhh lebih enak make yg lama, jdi nyesal ngupdate ny",3,0
"Saya gx bisa registrasi brimo ,kendala saya tidak dapat SMS, pas verifikasi nomor telepon. Nomor hp saya sudah terdaftar di BRI, Sinyal kuat,SIM ada pulsa dan posisi SIM , di SIM satu, tapi tetap aja tidak ada balesan dari BRI ، Saya dh pusing, mau lapor ke WA, EMAIL ,TELPON operator BRI , tetap aja jawabannya sama kaya di atas Terus saya ikutin sarannya, tetap hasilnya sama saja",1,1
"No hp sudah di pasang di hp make Kouta dri no yang disambung Ama BRI, mau login kode rules trusss payahhhh trus harus gimna ? Kacau lu bri",1,0
"Sangat membantu aplikasinya,,yang selalu ada kendala dan sering eror dalam penggunaannya..sekalinya eror perbaikannya minta ampun lamanya.. Luar biasa parahnya ini aplikasi.",1,1
"Plus: transaksi cepat, aman, nyaman Minus: login via fingerprint kurang praktis, harus tap tombol fingerprint yg di aplikasi dulu, saran saya mending dibikin langsung.",4,1
Sangat mudah dan membantu,5,0
lebih cepat dan mudah,4,0
"Tidak bisa digunakan untuk mendaftar BRIMO. Selalu gagal dan disuruh mengulang membuat video 8 detik. Saya tidak pakai masker, kacamata atau topi tapi masih gagal/error. Tapi saya yakin masalah ini tidak akan diperbaiki. Lanjutan kualitas jeleknya",1,3
Trimakasih BRImo sangat mudah dan sangat membantu segala aktifitas kerja kami,5,0
"Cacat pasca update bukanya makin nyaman , malah error dan gak bisa dibuka, gimana ini eror terus, urusan yang harusnya cepet selesai harus mendadak ke ATM, percuma tersedia versi mobile klo tidak bisa digunakan. Bener-bener kecewa dan tidak rekomendasi, terpaksa harus pindah bank karena kenyamanan sudah tidak dirasakan lagi",5,8
"Saya dah buka rekening bri ada keperluan ,dulu pernah juga buka mungkin 10 th yg lalu dah tutup pas buka lagi sudah selesai registrasi di brimo harus ke kantor cabang karena ada no telp yg sama..emang ga bisa melalui aplikasi aja.. Mana dah setor lagi.. Kok ga kayak bank laen ya langsung ok.. Saya pikir ga perlu ke cabang lagi , tau sendiri kan bri selalu penuh..",3,0
Tolong pak untuk sistem pembayaran pajak dan lain-lainnya tolong diadakan di brimo. Seperti pembayaran MPN dan lain-lainnya mungkin pihak bank jauh lebih mengetahui kekurangan yg semestinya harus diperbaiki/ditambah. Terima kasih,4,1
"Sudah kesekian kalinya akun BRImo keblokir ada aja masalahnya. cuma gara-gara keterangan lagi ganggaun, padahal itu kesalahan sistem pihak bri, internet tidak stabil (padahal buat akses yg lain stabil), lama tidak login juga bisa keblokir. Lama-lama capek benerin akun yg keblokir mending tutup akun sekalian",1,0
"Sejauh ini pake brimo satset banget sih, semoga selalu aman dan membantu ya kedepannya",5,0
"Nyusahin aja nih bri, dah ada app bri mobile malah gk bsa dipake ,dsruh login lewat brimo. Dah login jga gk bsa"". daftar ulang jga gk bisa data gk sah, mau transaksi jadi lebih ribet lagi masa harus ke bank lgi buat daftar ulang, nyusahin aj nih bri bukanya mempergampang customer malah dibikin ribet lagi. Pemberitahuan juga gk da pula lewat email.payah dah gk ada penjelasan dulu ke CS bikin ribet aj, urusan genting biar gampang lewat hp malah dipersulit tanpa ad penjelasan terlebih dahulu.",1,0
"bgus sngat mmbantu transaksi, semoga tetap selalu aman",5,0
"saat daftar brimo disuruh perekaman wajah sambil mengucapkan ""setuju melaluka registrasi brimo"" tapi selalu gagal. saya sudah ulang berkali-kali pun masih tetap gagal. padahal apps ini bertujuan untuk memudahkan malah jadi susah karena selalu gagal. mohon segera ditangani yaa admin. terimakasih",2,0
"Sering bug gabisa login, error, dan aplikasi sering force close saat beli banyak barang, membuat pembayaran error alhasil jadi bayar 2 kali :)",3,6
"Ampas, gak ngerespon dengan cepat waktu dibikin laporan bug",1,0
"1.Tolong ya para pengatur sistem bri mo kalian buat aplikasi online untuk memper mudah bukan membuat sulit. 2. No wa yang anda kirim tidak mampu menjawab keluhan kami di verifikasi wajah, jadi sebaik nya kalian memberi solusi yang jelas, bukan solusi yang tidak jelas. 3.sampai kapan semua ini ?",1,0
saat perekaman video wajah 8 detik selalu gagal... padahal jaringa wifi bagus... jaringan kuota bagus... membuang waktu hanya untuk verifikasi video...,1,0
"Sementara saya pergunakan saldo rekening untuk melayani jasa transaksi transfer khusus customer BRI.. Namun pada tgl, 1 Agustus 2021 pagi terjadi masalah saya transfer pertama gagal saya ulang 4 menit berikutnya transfer ulang ke 2 berhasil. Numun yg terjadi Saldo saya terpotong 2x padahal itu rekening costumer.. Sedangkan laporan transaksi 1 x baik email. tetapi pada laporan lain berhasil 2x. Membingungkan.. BRI.. Untungnya rekening yg dituju berbaik hati dan mengirim balik transfer tsb.",3,4
"Udh daftar akun bri di google, kenapa pas mau login ke apk brimo nya gak bisa tunggu beberapa saat terus, saya tunggu sampe berminggu-minggu ttep aja gak bisa login, trus pas sebelum punya akun bri, mau daftar lewat apk nya langsung malah gk bisa kendalanya di verifikasi vidio selalu tulisan nya gak ada koneksi internet pdhal jaringan saya aman, trus nyoba instal ulang hasilnya ttep sama, ini niat bikin aplikasi gak sih kok gak bisa di gunakan aplikasi nya🥲",1,0
"Simcard nomor yang terdaftar terpasang data nyala kok masih gabisa login kocak""",1,0
"Awalnya saya sangat puas dgn aplikasi brimo ini,,,, Tapi akhir2 ini koq berubah ya semuanya aplikasi yg ini sangat2 saya tidak suka... Ngecek saldo gak bisa... Cara penggunaannya btl saya bingung... Minta tlg donk utk balik ke aplikasi spt biasanya... Jgn yg ini.!",1,6
"jelek bgt.. saya pengguna baru, mau aktifin mbanking dan akun dan ada 4 tahapan, tahapan yg ada masih 2 yang telewati tapi akun tbtb sudah terbuat dengan username dan password asal, saya bahkan blm scan wajah... jelek bgt aplikasinya",1,0
"Apasih maunya ini aplikasi,, udah berkali-kali coba selalu saja gagal pada saat verifikasi rekaman,,,, Mau aplikasinya di pakai apa ndak sih,,, kok bukanya membantu, malah mempersulit kami sebagai pengguna Tolong lah developernya,",1,1
"Aplikasi nya sangat menyusahkan nasabah, selalu gagal dibagian perekaman nya kalau pakai hp lain malah gagal dinomor rekening nya. Tolong diperbaiki ya apalagi sekarang setiap transaksi harus pakai aplikasi,nyusahin nih",1,0
"Bank terbesar tapi bikin aplikasi kyk sampah, server kualitas abal2 lebih sering error dari berfungsi....saldo bisa minus tak terdeteksi, ngisi pula telkomsel dibilang nomor tidak diketahui....pecat ajalah tim IT kalian...bikin malu!!! 20 april 2021 Setiap UPDATE APLIKASI SELALU ERROR, aplikasi ditutuplah sampai kirim masukkanlah...niat ga sih buat aplikasi?? Bank terbesar aplikasi amatiran!! Useless!!",1,7
"Kenapa aplikasi brimo tidak bisa buat daftar, buat mengambil foto KTP aja gak bisa padahal gambarnya sudah pas, dan sudah di instal berulang ulang masih aja gak bisa di pencet pada saat di pengambilan gambar KTP nya",1,0
"Download aplikasi ini krn d saranin sma cs BRI wktu pmbuatan rek minggu lalu. Login pke username & pss sama dgn pas bikin rek, nggak bsa login. Lalu dftar ulang pke no hp & email yg sama pas pmbuatan rek. Pas login, knpa yg terdaftar tu no hp bukan no rek'nya Sama sekali nggak ngrti penggunaan aplikasi ini. Nggak sprti bank lain, banking'nya sangat memudahkan nasabah. Ini emang ribet, atau saya yg nggak bisa mengoperasikan aplikasinya ?? Knpa saya sangat kesulitan",1,3
"Tolong banget aplikasnya diperbaiki. Sudah masukan sandi benar berulang kali. Kok malah di blokir. Tolong dong jangan begitu. Udah berulang kali ke bank buat aktifin. Kan capek. Ini aplilasinya gimana sihhh.. Aneh bangett.. Bukannya mempermudah malah mempersulit. Pasti minta buat daftar m token kan biar bayar. Kok tulas sih. Yang benar malah disalahkan gitu aja, Sumpah aku kesel + kecewa banget. Kasih bintang satu aja dulu, kalo ini aplikasi udah benar baru nanti kasih banyak bintang. KECEWA",1,0
"Sebel.....br jg download ulang saran dr CS nya trus dpake ...pas mau dpake lg malah langsung keluar lg ""aplikasi berhenti"" ...bgtu terus....apa saya harus uninstal trus instal lg ..bgtu² terus ya.....jgn cuma dsaranin ke email terus donk tp jg dperbaiki dr setiap komplain...apa bedanya hrs ke email n dsini.",1,0
"Aplikasi mbanking ter ribet, mau pindah hp aja susahnya minta ampun, padahal nomr hp sma datanya udah sesuai, tp ttep aja gk bisa. Stelah lihat² d youtube trnyata banyak jg yg memiliki permasalahan yg sama.",1,13
"diturunin jadi 1 aja bintangnya karna semakin jelek,signal jd berkurang drastis kalo mau buka brimo,padahal kalo buka apk lain penuh mentok tp itu begitu mau buka brimo sering kali dibilang maap jaringan anda terganggu ??????!?!?!!!!!??? aneh kan 🤦‍♂️🤦‍♂️🤦‍♂️🤔🤔🤔🤔🤔",1,0
Kenapa aplikasi brimo tidak bisa padahal awalnya koneksi internet baik-baik saja untuk buka segala aplikasi tapi ketikamenggunakan aplikasi brimo kenapa koneksi internet jadi buruk dan aplikasi brimo tidak bisa dibuka dengan alasan koneksi internet kurang baik padahal untuk aplikasi lain lancar-lancar aja .. tolong tindakannya,4,0
"Saya melakukan sebuah pembayaran melalui virtual account , sampai sekarang masih saja di proses, kehitung sudah 11 hari , saya ajukan pengaduan di aplikasi sudah selesai , tapi nyatanya saldo saya tidak kembali, pihak lain sudah menyatakan kegagalan dalam pembayaran, tolong dong ditangani masalah seperti ini",3,0
"03/11/20 Koneksi terputus, silahkan coba beberapa saat lagi. Saya kasih satu bintang 07/11/20 koneksi sudah lancar, Saya kasih 4 bintang. Belum saya pakai untuk transaksi, jadi saya kasih 4 bintang dulu. 01 Des 2020 sudah tidak ada kendala, full Bintangya.",5,8
"Karena sy nasabah di bank ini, sy install apk brimo demi mendapatkan kemudahan2. Tapi saat mau daftar brimo nya ga kebuka.. muncul tulisan ""coming soon"" *dikira film ap yaa.. trus coba2 liat di ulasan... ehhh ternyata bnyak juga keluhan dri nasabah2 utk masalah yg sama dan kendala2 yg lain.. dan respon adminnya terkesan sangat biasa ""apknya udh sperti itu.. ya mo gmna lg.. nikmati aja.."" tanpa ad perbaikan ap2. Mmhhh.. BUMN perbankan terbesar kok sperti ini??? Akhirnya.. UNINSTALdah!!!",1,21
